,cont_ratio_ron400,wl_ron400
0,126.41103273066226,600.3754693366709
1,113.29695545684635,601.3767209011264
2,102.08038777475822,602.3779724655819
3,97.50589939887628,603.3792240300376
4,94.45325643537633,604.3804755944932
5,91.90747229504717,605.3817271589487
6,89.72265754872201,606.3829787234042
7,93.99466363335162,607.3842302878599
8,102.36238528368045,608.3854818523155
9,107.53693831960082,609.386733416771
10,109.8644872311389,610.3879849812265
11,117.3155987121707,611.3892365456821
12,135.09577237293263,612.3904881101378
13,147.6444342809408,613.3917396745933
14,140.08314265304813,614.3929912390488
15,131.47824843435882,615.3942428035043
16,115.20882564767979,616.3954943679599
17,102.89245014928194,617.3967459324156
18,91.2387226673106,618.3979974968711
19,81.14010769382355,619.3992490613266
20,107.12186838917478,620.4005006257822
21,162.0167249343792,621.4017521902379
22,287.06520634781157,622.4030037546934
23,1352.1263636534763,623.4042553191489
24,887.1371122466,624.4055068836045
25,409.61960891937554,625.4067584480601
26,272.2696140196977,626.4080100125157
27,206.15265199832382,627.4092615769712
28,97.62152263932667,628.4105131414268
29,51.72213273544007,629.4117647058824
30,38.35376972776346,630.413016270338
31,33.79229063946353,631.4142678347935
32,32.161374224149014,632.4155193992491
33,35.086486657849235,633.4167709637047
34,39.63775825780294,634.4180225281602
35,48.90431920650741,635.4192740926158
36,61.70258950317826,636.4205256570714
37,65.18699885232886,637.421777221527
38,69.8736312192971,638.4230287859825
39,60.5506307652167,639.424280350438
40,52.60652409539135,640.4255319148936
41,46.29202505990019,641.4267834793492
42,41.05599375149318,642.4280350438048
43,40.929900549776846,643.4292866082603
44,41.617272281613516,644.4305381727158
45,37.709270118164596,645.4317897371715
46,33.4452213072499,646.4330413016271
47,32.39101204519614,647.4342928660826
48,32.873528204611844,648.4355444305381
49,31.348947229436703,649.4367959949938
50,28.033895735649562,650.4380475594494
51,24.803686011546315,651.4392991239049
52,21.747597440191047,652.4405506883604
53,19.192978855750095,653.441802252816
54,17.329265969432235,654.4430538172717
55,15.630425836765857,655.4443053817272
56,13.60908641929479,656.4455569461827
57,11.799680803694336,657.4468085106383
58,11.135249480683953,658.448060075094
59,10.703247353233992,659.4493116395495
60,9.320749456725212,660.450563204005
61,8.221885899541382,661.4518147684605
62,7.187393625389707,662.4530663329161
63,6.228312310086934,663.4543178973718
64,5.613150657316647,664.4555694618273
65,5.133928712627523,665.4568210262828
66,4.86053111022322,666.4580725907384
67,4.827723521220428,667.459324155194
68,4.4605813274366914,668.4605757196496
69,3.9913464596103183,669.4618272841051
70,3.651756893139004,670.4630788485607
71,3.3491994885815832,671.4643304130163
72,3.0626686807802628,672.4655819774719
73,2.8639791261181142,673.4668335419274
74,2.745419495209081,674.468085106383
75,2.6629076296366376,675.4693366708386
76,2.5229129092389977,676.4705882352941
77,2.330925487124265,677.4718397997497
78,2.129947734575002,678.4730913642053
79,2.0245869599701347,679.4743429286609
80,1.876717711686837,680.4755944931164
81,1.6083188038368423,681.476846057572
82,1.4374224614686741,682.4780976220276
83,1.2694695215955707,683.4793491864832
84,1.102396369751355,684.4806007509387
85,1.036839489775936,685.4818523153942
86,0.9758748526583955,686.4831038798498
87,0.9483619779196399,687.4843554443054
88,0.8831205977045692,688.485607008761
89,0.8031402226337706,689.4868585732165
90,0.7942223424696105,690.488110137672
91,0.7525754292316958,691.4893617021277
92,0.6691160074103234,692.4906132665833
93,0.6051302341590212,693.4918648310388
94,0.5734109939040198,694.4931163954943
95,0.5036733086496006,695.49436795995
96,0.4600836749283339,696.4956195244056
97,0.4481981917773893,697.4968710888611
98,0.43052455627232133,698.4981226533166
99,0.39957671628917124,699.4993742177722
100,0.37602481811145955,700.5006257822279
101,0.3189203313166945,701.5018773466834
102,0.2847991956921929,702.5031289111389
103,0.26676314456606653,703.5043804755945
104,0.2253105273593252,704.5056320400502
105,0.20076073166352326,705.5068836045057
106,0.21778595465952003,706.5081351689612
107,0.22348468849299732,707.5093867334168
108,0.225886047460375,708.5106382978723
109,0.23651888076410577,709.511889862328
110,0.18983806936327596,710.5131414267835
111,0.1636515510646532,711.514392991239
112,0.18560035952651305,712.5156445556946
113,0.19077987415098235,713.5168961201502
114,0.1755196205914887,714.5181476846058
115,0.15140490635645773,715.5193992490613
116,0.14349662823475806,716.5206508135169
117,0.12492562896018515,717.5219023779725
